stock_name,stock_code,preferred_theme,categories,subthemes,keywords
진성티이씨,036890,건설/인프라 테마,건설/인프라 | 국제,건설기계 | 재건,건설기계 | 재건
진시스템,363250,전력 / 에너지,바이오/의료AI | 에너지 | 전염병/질병,진단키트 | 유전자치료 | ESS(전력저장장치) | 코로나,유전자치료 | 코로나 | ESS(전력저장장치) | 진단키트
진양산업,003780,정치 테마,정치,오세훈,오세훈
진양제약,007370,개별주,전염병/질병,코로나,코로나
진양폴리,010640,정치 테마,정치,오세훈,오세훈
진양홀딩스,100250,정치 테마,기타 | 정치,지주사 | 오세훈,지주사 | 오세훈
진양화학,051630,건설/인프라 테마,건설/인프라 | 정치,리모델링/인테리어 | 오세훈,리모델링/인테리어 | 오세훈
진에어,272450,우주 / 항공,우주/항공,항공사,항공사
진영,285800,BIO / 의료AI,환경/재난,탈플라스틱(바이오플라스틱),탈플라스틱(바이오플라스틱)
진원생명과학,011000,BIO / 의료AI,바이오/의료AI | 전염병/질병,유전자치료 | 동물백신/방역 | mRNA(메신저 리보핵산) | 코로나 | 조류독감 | 엠폭스(원숭이두창) | 독감,유전자치료 | 조류독감 | 코로나 | mRNA(메신저 리보핵산) | 독감 | 동물백신/방역 | 엠폭스(원숭이두창)
진흥기업,002780,건설/인프라 테마,건설/인프라 | 정부정책 | 정치,도시재생 | 건설 | 세종시(행정수도 이전) | 그린벨트 해제 | 오세훈,건설 | 세종시(행정수도 이전) | 오세훈 | 그린벨트 해제 | 도시재생
진흥기업2우B,002787,정치 테마,정치,오세훈,오세훈
진흥기업우B,002785,정치 테마,정치,오세훈,오세훈
차AI헬스케어,025620,화장품 / 중국,화장품/미용,화장품,화장품
차바이오텍,085660,BIO / 의료AI,바이오/의료AI,정신질환치료제 | 유전자치료 | 면역항암제,유전자치료 | 면역항암제 | 정신질환치료제
차이커뮤니케이션,351870,IP / 엔터,AI/데이터센터/로봇 | IP/엔터 | 정치,AI(인공지능) | SNS/광고(틱톡 등) | 이준석,SNS/광고(틱톡 등) | AI(인공지능) | 이준석
참좋은여행,094850,개별주,레저,여행,여행
창해에탄올,004650,음식료,음식료,"주류업(주정, 에탄올 등)","주류업(주정, 에탄올 등)"
천보,278280,반도체 업황/테마 부각,반도체 | 이차전지,반도체 소재/부품 | 전해질(전해액),반도체 소재/부품 | 전해질(전해액)
청담글로벌,362320,화장품 / 중국,유통/물류 | 화장품/미용,소매유통 | 화장품,소매유통 | 화장품
청호ICT,012600,정치 테마,정치,이낙연,이낙연
체리부로,066360,음식료,음식료 | 전염병/질병,"축산물(육계, 돈육 등) | 조류독감","조류독감 | 축산물(육계, 돈육 등)"
체시스,033250,BIO / 의료AI,바이오/의료AI | 음식료 | 정치 | 전염병/질병,동물백신/방역 | 비료 | 한동훈 | 조류독감 | 아프리카 돼지열병(ASF),조류독감 | 한동훈 | 비료 | 아프리카 돼지열병(ASF) | 동물백신/방역 | 구제역/광우병
초록뱀미디어,047820,IP / 엔터,IP/엔터,미디어(방송/신문),미디어(방송/신문)
칩스앤미디어,094360,반도체 업황/테마 부각,가상화폐/가상현실 | 반도체 | 자동차,VR/AR/XR | 퀄컴 | 차량용 반도체 | 온디바이스AI | 뉴로모픽(NPU) | 스마트카(애플카 등),차량용 반도체 | VR/AR/XR | 스마트카(애플카 등) | 온디바이스AI | 뉴로모픽(NPU) | 퀄컴
카스,016920,정치 테마,정치,이재명,이재명
카카오,035720,IP / 엔터,AI/데이터센터/로봇 | IP/엔터 | 가상화폐/가상현실 | 유니콘,AI(인공지능) | 음원/음반 | 웹툰/웹소설 | NFT(대체불가능토큰) | 두나무,음원/음반 | 두나무 | NFT(대체불가능토큰) | 웹툰/웹소설 | AI(인공지능) | 로봇 | 교육 | 의료AI
카카오게임즈,293490,IP / 엔터,IP/엔터,게임,게임
카카오뱅크,323410,코인 / 가상자산,가상화폐/가상현실 | 금융,스테이블코인 | 인터넷은행 | 은행,은행 | 스테이블코인 | 인터넷은행
카카오페이,377300,코인 / 가상자산,가상화폐/가상현실 | 금융,스테이블코인 | 핀테크,핀테크 | 스테이블코인
카티스,140430,방산,AI/데이터센터/로봇 | IT/신기술 | 기계/방산 | 정치,AI(인공지능) | 양자암호/양자컴퓨팅 | 보안 | 방산 | 이재명,이재명 | 방산 | 보안 | AI(인공지능) | 양자암호/양자컴퓨팅
카페24,042000,IP / 엔터,IP/엔터 | 빅테크,SNS/광고(틱톡 등) | 네이버 | 구글,SNS/광고(틱톡 등) | 구글 | 네이버
카프로,006380,방산,기계/방산 | 음식료 | 원자재,농기계/농업 | 비료 | 요소수,요소수 | 비료 | 농기계/농업
캐리,313760,개별주,생활,밥솥,밥솥
캐스텍코리아,071850,개별주,환경/재난,폭염,폭염
캠시스,050110,자율주행/모빌리티 테마,IT/신기술 | 자동차 | 정치,카메라모듈/부품 | 자율주행 | 이재명,이재명 | 자율주행 | 카메라모듈/부품
캡스톤파트너스,452300,금융,금융,창투사/벤처투자,창투사/벤처투자
컨텍,451760,우주 / 항공,우주/항공,우주개발 | 스페이스X,우주개발 | 스페이스X
컬러레이,900310,화장품 / 중국,기타 | 화장품/미용,국내 상장 중국기업 | 화장품,국내 상장 중국기업 | 화장품
컴투스,078340,코인 / 가상자산,IP/엔터 | 가상화폐/가상현실,게임 | 가상화폐 | NFT(대체불가능토큰),가상화폐 | NFT(대체불가능토큰) | 게임
컴투스홀딩스,063080,코인 / 가상자산,IP/엔터 | 가상화폐/가상현실 | 기타,게임 | 스테이블코인 | 가상화폐 | NFT(대체불가능토큰) | 지주사,지주사 | 가상화폐 | NFT(대체불가능토큰) | 스테이블코인 | 게임
컴퍼니케이,307930,우주 / 항공,AI/데이터센터/로봇 | 금융 | 우주/항공 | 정치 | 유니콘,AI(인공지능) | 창투사/벤처투자 | 저궤도위성(스타링크/원웹) | 한동훈 | 윤석열 | 퓨리오사AI,저궤도위성(스타링크/원웹) | 퓨리오사AI | 창투사/벤처투자 | 한동훈 | 윤석열 | AI(인공지능) | 리디북스
케스피온,079190,개별주,신소재,페라이트,페라이트
케어랩스,263700,BIO / 의료AI,IP/엔터 | 바이오/의료AI,SNS/광고(틱톡 등) | 의료AI | 원격진료/비대면진료,SNS/광고(틱톡 등) | 의료AI | 원격진료/비대면진료
케어젠,214370,BIO / 의료AI,바이오/의료AI | 음식료 | 화장품/미용,비만치료제 | 건강기능식품 | 탈모,비만치료제 | 탈모 | 건강기능식품
케이뱅크,279570,금융,금융,은행,은행
케이비아이동국실업,001620,정책 수혜 기대감,정부정책 | 정치,새만금 | 홍준표,홍준표 | 새만금
케이사인,192250,코인 / 가상자산,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 모바일,AI(인공지능) | 보안 | 블록체인 | CBDC | 삼성페이,블록체인 | 삼성페이 | 보안 | CBDC | AI(인공지능)
케이쓰리아이,431190,코인 / 가상자산,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 빅테크,로봇 | 디지털트윈 | 메타버스 | VR/AR/XR | 엔비디아,디지털트윈 | VR/AR/XR | 로봇 | 엔비디아 | 메타버스
케이씨에스,115500,코인 / 가상자산,IT/신기술 | 가상화폐/가상현실 | 모바일,양자암호/양자컴퓨팅 | CBDC | 삼성페이,삼성페이 | CBDC | 양자암호/양자컴퓨팅
케이씨텍,281820,반도체 업황/테마 부각,반도체,반도체 장비 | 반도체 소재/부품 | HBM(고대역폭메모리) | 3D 낸드(NAND),반도체 소재/부품 | 반도체 장비 | HBM(고대역폭메모리) | 3D 낸드(NAND)
케이씨티,089150,코인 / 가상자산,가상화폐/가상현실,CBDC,CBDC
케이씨피드,025880,유통 / 물류,정치 | 유니콘,안철수 | 김문수 | 마켓컬리,마켓컬리 | 김문수 | 안철수 | 계란
케이아이엔엑스,093320,IP / 엔터,AI/데이터센터/로봇 | IP/엔터,데이터센터/클라우드 | 영화/드라마/OTT,영화/드라마/OTT | 데이터센터/클라우드
케이알엠,093640,우주 / 항공,우주/항공 | 정치,UAM/드론 | 안철수,UAM/드론 | 안철수
케이에스피,073010,조선/기자재 테마,건설/인프라 | 조선/해운,피팅/밸브 | 조선기자재 | 조선,조선 | 조선기자재 | 피팅/밸브
케이엔더블유,105330,반도체 업황/테마 부각,반도체,반도체 소재/부품,반도체 소재/부품
케이엔솔,053080,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체 | 의료기기/의료시설,액침냉각 | 반도체 장비 | 음압병실,액침냉각 | 반도체 장비 | 음압병실
케이엔알시스템,199430,로봇 테마 부각,AI/데이터센터/로봇 | 빅테크 | 에너지,휴머노이드 | 액추에이터/감속기 | 로봇 | 현대차/보스턴다이내믹스 | 원전 해체,로봇 | 현대차/보스턴다이내믹스 | 휴머노이드 | 액추에이터/감속기 | 원전 해체
케이엔에스,432470,로봇 테마 부각,AI/데이터센터/로봇 | 자동차 | 이차전지,휴머노이드 | 로봇 | 전기차 화재 방지 | 2차전지(장비),전기차 화재 방지 | 로봇 | 2차전지(장비) | 휴머노이드
케이엔제이,272110,반도체 업황/테마 부각,반도체,유리기판 | 반도체 소재/부품 | 3D 낸드(NAND),반도체 소재/부품 | 유리기판 | 3D 낸드(NAND)
케이엘넷,039420,유통 / 물류,가상화폐/가상현실 | 모바일 | 유통/물류,블록체인 | 삼성페이 | 물류,블록체인 | 물류 | 삼성페이
케이엠,083550,BIO / 의료AI,바이오/의료AI | 환경/재난 | 의료기기/의료시설,동물백신/방역 | 황사/미세먼지 | 마스크/호흡기,동물백신/방역 | 황사/미세먼지 | 마스크/호흡기
케이엠더블유,032500,IT / 통신,통신,통신/통신장비 | 5G/6G,통신/통신장비 | 5G/6G
케이엠제약,225430,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설 | 화장품/미용,마이크로바이옴 | 마스크/호흡기 | 탈모,마이크로바이옴 | 탈모 | 마스크/호흡기
케이옥션,102370,금융,가상화폐/가상현실,STO(증권형 토큰 발행) | NFT(대체불가능토큰),STO(증권형 토큰 발행) | NFT(대체불가능토큰)
케이웨더,068100,개별주,환경/재난,황사/미세먼지 | 화재/산불 | 한파/제설,화재/산불 | 한파/제설 | 황사/미세먼지
케이이엠텍,106080,전력 / 에너지,IT/신기술 | 가상화폐/가상현실 | 에너지,카메라모듈/부품 | VR/AR/XR | ESS(전력저장장치),VR/AR/XR | ESS(전력저장장치) | 카메라모듈/부품
케이지에이,455180,이차전지,AI/데이터센터/로봇 | 기타 | 이차전지,휴머노이드 | 로봇 | 2025년 2분기 신규상장 | 전고체배터리 | LFP배터리(리튬인산철),LFP배터리(리튬인산철) | 로봇 | 휴머노이드 | 2025년 2분기 신규상장 | 전고체배터리
케이카,381970,자율주행/모빌리티 테마,자동차,중고차/렌터카,중고차/렌터카
케이탑리츠,145270,금융,금융 | 정치,리츠 | 오세훈,리츠 | 오세훈
케이티알파,036030,IP / 엔터,IP/엔터,영화/드라마/OTT,영화/드라마/OTT
케이프,064820,조선/기자재 테마,조선/해운,조선기자재,조선기자재
케이피에프,024880,로봇 테마 부각,AI/데이터센터/로봇 | 원자재,액추에이터/감속기 | 로봇 | 자원개발 | 석탄,자원개발 | 석탄 | 로봇 | 액추에이터/감속기
케이피엠테크,042040,BIO / 의료AI,의료기기/의료시설,마스크/호흡기,마스크/호흡기
케이피티유,054410,원자재 테마,원자재,알루미늄,알루미늄
케이피항공산업,288180,우주 / 항공,기계/방산 | 우주/항공,방산 | 항공기부품 | 우주개발,우주개발 | 항공기부품 | 방산
케일럼,258610,조선/기자재 테마,우주/항공 | 원자재 | 조선/해운,항공기부품 | LNG(액화천연가스) | 조선,조선 | 항공기부품 | LNG(액화천연가스)
켄코아에어로스페이스,274090,우주 / 항공,국제 | 기계/방산 | 우주/항공,북미공장 | 방산 | 항공기부품 | 저궤도위성(스타링크/원웹) | 우주개발 | 스페이스X,저궤도위성(스타링크/원웹) | 우주개발 | 북미공장 | 항공기부품 | 방산 | 스페이스X
켐트로닉스,089010,반도체 업황/테마 부각,모바일 | 반도체 | 빅테크 | 자동차 | 정부정책,무선충전 | 유리기판 | 테슬라 | 애플 | 스마트카(애플카 등) | 세종시(행정수도 이전),유리기판 | 테슬라 | 세종시(행정수도 이전) | 애플 | 스마트카(애플카 등) | 무선충전
켐트로스,220260,반도체 업황/테마 부각,반도체 | 자동차 | 환경/재난,반도체-EUV | 반도체 소재/부품 | HBM(고대역폭메모리) | 전기차 화재 방지 | 수소차/수소충전 | 한파/제설 | 탄소포집(CCUS)/탄소중립 | 인공강우,반도체 소재/부품 | 탄소포집(CCUS)/탄소중립 | 수소차/수소충전 | 전기차 화재 방지 | 한파/제설 | HBM(고대역폭메모리) | 반도체-EUV | 인공강우
코나아이,052400,코인 / 가상자산,가상화폐/가상현실 | 금융 | 모바일 | 정부정책 | 정치,스테이블코인 | 핀테크 | 애플페이 | 지역화폐 | 이재명,이재명 | 핀테크 | 애플페이 | 스테이블코인 | 지역화폐
코난테크놀로지,402030,로봇 테마 부각,AI/데이터센터/로봇,AI(인공지능),AI(인공지능)
코닉오토메이션,391710,로봇 테마 부각,AI/데이터센터/로봇 | 신소재 | 이차전지,스마트팩토리 | 로봇 | 맥신 | 2차전지(장비),로봇 | 스마트팩토리 | 맥신 | 2차전지(장비)
코데즈컴바인,047770,남북경협/대북 테마,국제 | 기타 | 생활 | 정부정책,반일 불매운동 | 품절주 | 패션/의류 | 남북경협 | 개성공단,패션/의류 | 반일 불매운동 | 남북경협 | 개성공단 | 품절주
코람코더원리츠,417310,금융,금융,리츠,리츠
코람코라이프인프라리츠,357120,금융,금융,리츠,리츠
코렌텍,104540,BIO / 의료AI,IT/신기술 | 바이오/의료AI,3D 프린터 | 인공장기,3D 프린터 | 인공장기
코리아나,027050,화장품 / 중국,정치 | 화장품/미용,김동연 | 화장품,화장품 | 김동연
코리아써키트,007810,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,SSD | 반도체 장비 | SOCAMM | PCB/FPCB(회로기판) | CXL(컴퓨트익스프레스링크),반도체 장비 | SOCAMM | CXL(컴퓨트익스프레스링크) | PCB/FPCB(회로기판) | SSD
코리아에셋투자증권,190650,금융,금융,증권,증권
코리아에프티,123410,자율주행/모빌리티 테마,자동차,하이브리드차,하이브리드차
코리안리,003690,금융,금융,보험,보험
코맥스,036690,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술,데이터센터/클라우드 | 음성인식 | 사물인터넷(IoT)/스마트홈 | CCTV,CCTV | 데이터센터/클라우드 | 음성인식 | 사물인터넷(IoT)/스마트홈
코메론,049430,정치 테마,정치,김동연,김동연
코미코,183300,반도체 업황/테마 부각,반도체,반도체 장비 | 반도체 소재/부품,반도체 소재/부품 | 반도체 장비
코미팜,041960,BIO / 의료AI,바이오/의료AI | 전염병/질병,동물백신/방역 | 아프리카 돼지열병(ASF),아프리카 돼지열병(ASF) | 동물백신/방역
코세스,089890,코인 / 가상자산,가상화폐/가상현실 | 반도체 | 에너지,메타버스 | 온디바이스AI | 반도체 장비 | 블룸에너지 | 고체산화물 연료전지(SOFC),반도체 장비 | 블룸에너지 | 고체산화물 연료전지(SOFC) | 메타버스 | 온디바이스AI
코셈,360350,반도체 업황/테마 부각,반도체 | 이차전지,반도체 장비 | 2차전지(장비),반도체 장비 | 2차전지(장비)
코스맥스,192820,화장품 / 중국,화장품/미용,화장품,화장품
코스맥스비티아이,044820,음식료,기타 | 음식료,지주사 | 건강기능식품,지주사 | 건강기능식품
코스맥스엔비티,222040,음식료,음식료,건강기능식품,건강기능식품
코스메카코리아,241710,화장품 / 중국,화장품/미용,화장품,화장품
코스모로보틱스,439960,로봇 테마 부각,AI/데이터센터/로봇,의료로봇 | 로봇,로봇 | 의료로봇
코스모신소재,005070,이차전지,반도체 | 에너지 | 원자재 | 이차전지,MLCC(적층세라믹콘덴서) | ESS(전력저장장치) | 리튬 | 폐배터리 | 원통형 배터리,ESS(전력저장장치) | 폐배터리 | 리튬 | 원통형 배터리 | MLCC(적층세라믹콘덴서)
코스모화학,005420,이차전지,이차전지,폐배터리,폐배터리
코스텍시스,355150,IT / 통신,반도체 | 원자재 | 통신,전력반도체 | 반도체 소재/부품 | 갈륨 | 통신/통신장비 | 5G/6G,반도체 소재/부품 | 전력반도체 | 통신/통신장비 | 5G/6G | 갈륨
코아스,071950,정책 수혜 기대감,건설/인프라 | 정부정책,리모델링/인테리어 | DMZ 평화공원,리모델링/인테리어 | DMZ 평화공원
코아스템켐온,166480,BIO / 의료AI,바이오/의료AI,줄기세포 | CRO(임상시험수탁기관),CRO(임상시험수탁기관) | 줄기세포
코아시아,045970,반도체 업황/테마 부각,IT/신기술 | 반도체,음성인식 | 차량용 반도체,차량용 반도체 | 음성인식
코아시아씨엠,196450,코인 / 가상자산,IT/신기술 | 가상화폐/가상현실,카메라모듈/부품 | VR/AR/XR,VR/AR/XR | 카메라모듈/부품
코어라인소프트,384470,BIO / 의료AI,바이오/의료AI | 빅테크,의료AI | 마이크로소프트(MS),마이크로소프트(MS) | 의료AI
코엔텍,029960,건설/인프라 테마,건설/인프라 | 환경/재난,폐기물처리 | 태풍/수해,폐기물처리 | 태풍/수해
코오롱,002020,건설/인프라 테마,건설/인프라 | 기타 | 정치,건설 | 지주사 | 우원식,지주사 | 건설 | 우원식
코오롱ENP,138490,자율주행/모빌리티 테마,자동차,수소차/수소충전,수소차/수소충전
코오롱글로벌,003070,건설/인프라 테마,건설/인프라 | 국제 | 유통/물류 | 정부정책 | 정치 | 의료기기/의료시설,모듈러주택 | 건설 | 재건 | 네옴시티 | 종합상사 | 대왕고래 | 우원식 | 음압병실,건설 | 음압병실 | 우원식 | 모듈러주택 | 종합상사 | 대왕고래 | 재건 | 네옴시티
코오롱모빌리티그룹,450140,자율주행/모빌리티 테마,자동차 | 정치,중고차/렌터카 | 우원식,중고차/렌터카 | 우원식
코오롱생명과학,102940,BIO / 의료AI,바이오/의료AI,유전자치료,유전자치료
코오롱인더,120110,반도체 업황/테마 부각,반도체 | 생활 | 자동차,반도체 소재/부품 | 화학섬유 | 패션/의류 | 타이어,반도체 소재/부품 | 패션/의류 | 화학섬유 | 타이어
코오롱티슈진,950160,BIO / 의료AI,바이오/의료AI,비만치료제,비만치료제
코웨이,021240,건설/인프라 테마,건설/인프라 | 환경/재난,수자원/수처리 | 황사/미세먼지,황사/미세먼지 | 수자원/수처리
코위버,056360,IT / 통신,IT/신기술 | 통신,양자암호/양자컴퓨팅 | 통신/통신장비 | 5G/6G,통신/통신장비 | 5G/6G | 양자암호/양자컴퓨팅
코윈테크,282880,이차전지,AI/데이터센터/로봇 | 에너지 | 이차전지,스마트팩토리 | 로봇 | ESS(전력저장장치) | 전고체배터리 | LFP배터리(리튬인산철) | 2차전지(장비),LFP배터리(리튬인산철) | ESS(전력저장장치) | 로봇 | 스마트팩토리 | 2차전지(장비) | 전고체배터리
코이즈,121850,정치 테마,정치,이재명,이재명
코츠테크놀로지,448710,방산,기계/방산,방산,방산
코칩,126730,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,데이터센터/클라우드 | MLCC(적층세라믹콘덴서),데이터센터/클라우드 | MLCC(적층세라믹콘덴서)
코콤,015710,우주 / 항공,IT/신기술 | 우주/항공 | 전력,음성인식 | 사물인터넷(IoT)/스마트홈 | CCTV | UAM/드론 | 스마트그리드,CCTV | UAM/드론 | 음성인식 | 사물인터넷(IoT)/스마트홈 | 스마트그리드
코텍,052330,개별주,레저,호텔/카지노,호텔/카지노
코퍼스코리아,322780,IP / 엔터,IP/엔터,영화/드라마/OTT,영화/드라마/OTT
콘텐트리중앙,036420,IP / 엔터,IP/엔터 | 기타,영화/드라마/OTT | 미디어(방송/신문) | 지주사,지주사 | 영화/드라마/OTT | 미디어(방송/신문)
콜마비앤에이치,200130,화장품 / 중국,음식료 | 화장품/미용,건강기능식품 | 화장품,화장품 | 건강기능식품
콜마홀딩스,024720,정책 수혜 기대감,기타 | 정부정책 | 화장품/미용,지주사 | 밸류업/저PBR | 화장품,지주사 | 밸류업/저PBR | 화장품
쿠콘,294570,코인 / 가상자산,가상화폐/가상현실 | 정부정책,스테이블코인 | 지역화폐,스테이블코인 | 지역화폐
쿠쿠홀딩스,192400,남북경협/대북 테마,국제 | 기타 | 생활 | 정부정책,반일 불매운동 | 지주사 | 밥솥 | 개성공단,지주사 | 반일 불매운동 | 밥솥 | 개성공단
쿼드메디슨,464490,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설,생물보안법(CDMO 등) | 의료기기,생물보안법(CDMO 등) | 의료기기
퀀타매트릭스,317690,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설,치매/알츠하이머 | 의료기기,의료기기 | 치매/알츠하이머
퀄리타스반도체,432720,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,데이터센터/클라우드 | 온디바이스AI | 반도체 소재/부품 | 반도체 설계 | CXL(컴퓨트익스프레스링크),반도체 소재/부품 | 데이터센터/클라우드 | 반도체 설계 | 온디바이스AI | CXL(컴퓨트익스프레스링크)
큐라클,365270,BIO / 의료AI,바이오/의료AI,치매/알츠하이머 | 면역항암제,면역항암제 | 치매/알츠하이머
큐라티스,348080,BIO / 의료AI,바이오/의료AI,생물보안법(CDMO 등) | 비만치료제 | mRNA(메신저 리보핵산),비만치료제 | 생물보안법(CDMO 등) | mRNA(메신저 리보핵산)
큐렉소,060280,로봇 테마 부각,AI/데이터센터/로봇 | 의료기기/의료시설,의료로봇 | 로봇 | 의료기기,로봇 | 의료로봇 | 의료기기
큐로셀,372320,BIO / 의료AI,바이오/의료AI,유전자치료 | 면역항암제,유전자치료 | 면역항암제
큐로홀딩스,051780,원자재 테마,원자재,LNG(액화천연가스),LNG(액화천연가스)
큐리언트,115180,BIO / 의료AI,바이오/의료AI,면역항암제,면역항암제
큐알티,405100,반도체 업황/테마 부각,반도체 | 우주/항공 | 통신,온디바이스AI | 반도체 장비 | HBM(고대역폭메모리) | CXL(컴퓨트익스프레스링크) | 우주개발 | 통신/통신장비,반도체 장비 | 우주개발 | 통신/통신장비 | HBM(고대역폭메모리) | 온디바이스AI | CXL(컴퓨트익스프레스링크)
큐에스아이,066310,IT / 통신,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 반도체 | 통신,로봇 | 양자암호/양자컴퓨팅 | 메타버스 | VR/AR/XR | 전력반도체 | 반도체 소재/부품 | 통신/통신장비 | 5G/6G,반도체 소재/부품 | 전력반도체 | VR/AR/XR | 통신/통신장비 | 로봇 | 5G/6G | 메타버스 | 양자암호/양자컴퓨팅
큐캐피탈,016600,정책 수혜 기대감,금융 | 정부정책,창투사/벤처투자 | 일자리,창투사/벤처투자 | 일자리
크라우드웍스,355390,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 빅테크 | 정치,AI(인공지능) | 딥페이크 | 네이버 | 이재명,이재명 | 딥페이크 | 네이버 | AI(인공지능)
크라운제과,264900,음식료,음식료,제과/빙과류,제과/빙과류
크라운해태홀딩스,005740,정책 수혜 기대감,기타 | 정부정책 | 음식료,지주사 | 밸류업/저PBR | DMZ 평화공원 | 제과/빙과류,지주사 | 밸류업/저PBR | 제과/빙과류 | DMZ 평화공원
크래프톤,259960,IP / 엔터,AI/데이터센터/로봇 | IP/엔터 | 가상화폐/가상현실 | 기계/방산,로봇 | AI(인공지능) | 게임 | NFT(대체불가능토큰) | 방산,NFT(대체불가능토큰) | 방산 | 로봇 | 게임 | AI(인공지능)
크레버스,096240,정책 수혜 기대감,생활,교육,교육
크리스에프앤씨,110790,정치 테마,레저 | 생활 | 정치,골프 | 패션/의류 | 우원식,패션/의류 | 골프 | 우원식
크리스탈신소재,900250,화장품 / 중국,기타 | 신소재,국내 상장 중국기업 | 그래핀/흑연,국내 상장 중국기업 | 그래핀/흑연
크린앤사이언스,045520,BIO / 의료AI,환경/재난 | 의료기기/의료시설,황사/미세먼지 | 마스크/호흡기,황사/미세먼지 | 마스크/호흡기
클래시스,214150,화장품 / 중국,화장품/미용,화장품 | 피부/미용기기,화장품 | 피부/미용기기
클로봇,466100,로봇 테마 부각,AI/데이터센터/로봇 | 빅테크,휴머노이드 | 로봇 | 현대차/보스턴다이내믹스,로봇 | 현대차/보스턴다이내믹스 | 휴머노이드
클리오,237880,화장품 / 중국,화장품/미용,화장품,화장품
키네마스터,139670,코인 / 가상자산,AI/데이터센터/로봇 | 가상화폐/가상현실,AI(인공지능) | 메타버스,메타버스 | AI(인공지능) | 토스
키다리스튜디오,020120,IP / 엔터,IP/엔터,웹툰/웹소설 | 영화/드라마/OTT,영화/드라마/OTT | 웹툰/웹소설
키스트론,475430,전력기기/전력망 테마,기타 | 원자재 | 전력,2025년 2분기 신규상장 | 구리 | 전선,전선 | 구리 | 2025년 2분기 신규상장
키움증권,039490,정책 수혜 기대감,금융 | 정부정책,증권 | 밸류업/저PBR,밸류업/저PBR | 증권
키이스트,054780,IP / 엔터,IP/엔터,영화/드라마/OTT,영화/드라마/OTT
킵스파마,256940,이차전지,바이오/의료AI | 이차전지,비만치료제 | 폐배터리 | LFP배터리(리튬인산철),비만치료제 | LFP배터리(리튬인산철) | 폐배터리
타이거일렉,219130,반도체 업황/테마 부각,반도체,반도체 소재/부품 | PCB/FPCB(회로기판),반도체 소재/부품 | PCB/FPCB(회로기판)
탑머티리얼,360070,이차전지,원자재 | 이차전지,리튬 | LFP배터리(리튬인산철) | 2차전지(장비),LFP배터리(리튬인산철) | 리튬 | 2차전지(장비)
탑엔지니어링,065130,반도체 업황/테마 부각,IT/신기술 | 반도체 | 신소재 | 이차전지,카메라모듈/부품 | 반도체 장비 | 초전도체 | 2차전지(장비),반도체 장비 | 초전도체 | 카메라모듈/부품 | 2차전지(장비)
탑코미디어,134580,IP / 엔터,IP/엔터,웹툰/웹소설,웹툰/웹소설
태경비케이,014580,BIO / 의료AI,국제 | 바이오/의료AI | 신소재 | 환경/재난 | 음식료,네옴시티 | 동물백신/방역 | 그래핀/흑연 | 한파/제설 | 탄소포집(CCUS)/탄소중립 | 인공강우 | 비료,탄소포집(CCUS)/탄소중립 | 비료 | 한파/제설 | 네옴시티 | 동물백신/방역 | 그래핀/흑연 | 구제역/광우병 | 인공강우
태경산업,015890,BIO / 의료AI,바이오/의료AI | 신소재 | 환경/재난,동물백신/방역 | 페라이트 | 맥신 | 인공강우,맥신 | 동물백신/방역 | 페라이트 | 인공강우
태경케미컬,006890,유통 / 물류,건설/인프라 | 바이오/의료AI | 유통/물류 | 환경/재난 | 유니콘,수자원/수처리 | 동물백신/방역 | 콜드체인 | 폭염 | 마켓컬리,마켓컬리 | 콜드체인 | 동물백신/방역 | 수자원/수처리 | 폭염
태광,023160,조선/기자재 테마,건설/인프라 | 에너지 | 원자재 | 조선/해운,피팅/밸브 | 원자력 발전 | LNG(액화천연가스) | 조선기자재,원자력 발전 | 조선기자재 | LNG(액화천연가스) | 피팅/밸브
태광산업,003240,남북경협/대북 테마,건설/인프라 | 생활 | 정부정책,피팅/밸브 | 화학섬유 | 패션/의류 | 개성공단,패션/의류 | 화학섬유 | 개성공단 | 피팅/밸브
태림포장,011280,BIO / 의료AI,생활 | 환경/재난,제지 | 탈플라스틱(바이오플라스틱),탈플라스틱(바이오플라스틱) | 제지
태성,323280,반도체 업황/테마 부각,반도체 | 이차전지,유리기판 | 온디바이스AI | 반도체 장비 | PCB/FPCB(회로기판) | 2차전지(장비),유리기판 | 반도체 장비 | 온디바이스AI | 2차전지(장비) | PCB/FPCB(회로기판)
태양금속,004100,정치 테마,정치,홍준표 | 한동훈 | 이낙연,홍준표 | 한동훈 | 이낙연
태영건설,009410,건설/인프라 테마,건설/인프라 | 정치,폐기물처리 | 건설 | 한덕수 | 이준석,건설 | 폐기물처리 | 한덕수 | 이준석
